name,type,district,status,total_coverage,unique_coverage,overlap_coverage,overlap_pct
St John Of God,Unclassified,Mzimba,Non-functional,194576.67130198702,0.0,194576.67130198702,100.0
Uchembere Wabwino Clinic,Clinic,Mzimba,Functional,193384.6600462459,0.0,193384.6600462459,100.0
Mpostoli Clinix,Dispensary,Mzimba,Non-functional,188600.10587408766,104.61589813232422,188495.48997595534,99.94453030784501
Muzu Eye Clinic,Dispensary,Mzuzu Central,Functional,187759.46989860758,0.0,187759.46989860758,100.0
Dumasi Private Clinic,Health Centre,Mchinji,Functional,42516.68109869957,0.0,42516.68109869957,100.0
Good Samaritan Clinic,Private,Mchinji,Functional,42516.68109869957,0.0,42516.68109869957,100.0
Songer Border Dispensary,Dispensary,Karonga,Functional,33513.2425160408,25660.073538303375,7853.168977737427,23.433032401978355
Thawiro Dispensary,Dispensary,Karonga,Functional,24800.96943116188,8268.615750789642,16532.353680372238,66.66011071163894
MARINE CLINIC,Health Centre,Mangochi,Functional,15745.804067075253,0.0,15745.804067075253,100.0
Good Samaritan Clinic,Dispensary,Mchinji,Functional,42516.68109869957,0.0,42516.68109869957,100.0
Megboob hospital,Hospital,Mangochi,Functional,7119.7263288497925,2583.0985107421875,4536.627818107605,63.71913200827352
DMI clinic,Dispensary,Mangochi,Functional,21692.08038377762,9.53339672088623,21682.546987056732,99.95605125671571
Alena Clinic,Health Post,Machinga,Functional,28763.560421943665,826.3138666152954,27937.24655532837,97.1272198069579
Lunjika,Health Centre,Mzimba,Functional,12055.058422088623,8058.547002792358,3996.5114192962646,33.152153057785355
Chisamba,Health Centre,Salima,Functional,44528.27533912659,1958.3364553451538,42569.93888378143,95.60203838924707
Kuchinga,Health Centre,Mangochi,Functional,35386.77010381222,0.0,35386.77010381222,100.0
Kakwale,Clinic,Kasungu,Functional,10485.643110752106,5991.200744628906,4494.4423661231995,42.862820321574205
Kwidu,Clinic,Nkhata Bay,Functional,17047.80690550804,293.0242443084717,16754.78266119957,98.28116164188957
Ekwendeni,Clinic,Mzimba,Functional,21866.18945121765,0.0,21866.18945121765,100.0
FPAM,Clinic,Mzimba,Functional,190516.0288378261,0.0,190516.0288378261,100.0
Bangwe,Dispensary,Blantyre,Functional,218913.24679934978,0.0,218913.24679934978,100.0
Katoto,Dispensary,Mzimba,Functional,194139.6948673986,0.0,194139.6948673986,100.0
Blantyre,Dispensary,Blantyre,Functional,8910.61533331871,3044.4261598587036,5866.189173460007,65.83371578756253
Blantyre,Health Centre,Blantyre,Functional,404374.82438644767,0.0,404374.82438644767,100.0
Chirimba,Dispensary,Blantyre,Functional,351768.65571290255,0.0,351768.65571290255,100.0
COM,Clinic,Blantyre,Functional,333144.5106436908,0.0,333144.5106436908,100.0
Watipa,Clinic,Mzimba,Functional,190791.75442853197,0.0,190791.75442853197,100.0
Zolozolo,Dispensary,Mzimba,Functional,189337.7545919679,0.0,189337.7545919679,100.0
Zolozolo,Dispensary,Mzimba,Functional,189557.64127054438,0.0,189557.64127054438,100.0
Mthunzi-wathu,Clinic,Blantyre,Functional,252260.79547691345,0.0,252260.79547691345,100.0
Naperi,Dispensary,Blantyre,Functional,322536.4103220403,0.0,322536.4103220403,100.0
FPAM,Clinic,Neno,Functional,12945.12029337883,158.99010944366455,12786.130183935165,98.7718143528957
Sos,Health Centre,Blantyre,Functional,159110.35666388273,0.0,159110.35666388273,100.0
BLM,Clinic,Nkhata Bay,Closed,25558.852088868618,0.0,25558.852088868618,100.0
Nchalo,Health Centre,Chikwawa,Functional,38863.05944856256,0.0,38863.05944856256,100.0
Malavi,Health Centre,Chiradzulu,Functional,55565.7902443409,0.0,55565.7902443409,100.0
Mazunga,Clinic,Nkhotakota,Functional,30529.999885201454,0.0,30529.999885201454,100.0
FPAM,Clinic,Dedza,Functional,44737.4835845232,0.0,44737.4835845232,100.0
St.,Clinic,Ntchisi,Functional,20276.22397828102,129.53760719299316,20146.686371088028,99.36113544942219
Ngerenge,Dispensary,Karonga,Functional,23615.426742374897,14724.627170324326,8890.799572050571,37.64826979009088
Emmanuel,Clinic,Kasungu,Functional,27405.0080037117,0.0,27405.0080037117,100.0
Area,Dispensary,Lilongwe,Functional,11526.468733787537,11526.468733787537,0.0,0.0
Area,Dispensary,Lilongwe,Functional,320854.4401978329,0.0,320854.4401978329,100.0
Area,Dispensary,Lilongwe,Functional,547943.995174842,0.0,547943.995174842,100.0
MUST,Clinic,Thyolo,Functional,42974.94488930702,1454.3883438110352,41520.55654549599,96.61572958951504
Asha,Health Centre,Lilongwe,Functional,283109.63976450637,0.0,283109.63976450637,100.0
Matawale,Dispensary,Zomba,Functional,119905.36927163601,0.0,119905.36927163601,100.0
Likuni,Dispensary,Lilongwe,Functional,171794.97126102448,0.0,171794.97126102448,100.0
Lilongwe District Health Office,Health Centre,Lilongwe,Functional,443409.4791644346,0.0,443409.4791644346,100.0
Biwi,Health Centre,Lilongwe,Functional,38015.81638431549,12575.947018623352,25439.86936569214,66.91917150617364
Chambwe,Health Centre,Kasungu,Functional,12898.998993396759,12736.003782749176,162.995210647583,1.2636268188796924
Kasungu BLM,Clinic,Kasungu,Functional,77322.50664138794,0.0,77322.50664138794,100.0
Phalula,Clinic,Balaka,Functional,12156.727453231812,50.526668548583984,12106.200784683228,99.58437277842278
Primary,Clinic,Balaka,Functional,44163.054359436035,429.4083651304245,43733.64599430561,99.02767512039466
Malmed,Clinic,Zomba,Functional,129841.21787405014,0.0,129841.21787405014,100.0
Area 25 BLM,Clinic,Lilongwe,Functional,322629.30400211364,0.0,322629.30400211364,100.0
Falls BLM,Clinic,Lilongwe,Functional,471566.3341234941,0.0,471566.3341234941,100.0
kawale BLM,Clinic,Lilongwe,Functional,521734.2228321377,0.0,521734.2228321377,100.0
NRC,Clinic,Lilongwe,Functional,35600.605741500854,3984.005226135254,31616.6005153656,88.80916449831369
Nthambi,Clinic,Lilongwe,Functional,45038.447154045105,1221.4921188354492,43816.955035209656,97.28789024484442
Zomba Airbase Clinic,Clinic,Zomba,Functional,75865.96946430206,0.0,75865.96946430206,100.0
Machinga DIC,Dispensary,Machinga,Functional,45410.38345372677,0.0,45410.38345372677,100.0
Ntaja DIC,Dispensary,Machinga,Functional,35813.43235874176,138.25236129760742,35675.17999744415,99.61396506229076
FPAM,Clinic,Mangochi,Functional,78136.1654741168,0.0,78136.1654741168,100.0
Mangochi DIC 2,Dispensary,Mangochi,Functional,82850.32601565123,0.0,82850.32601565123,100.0
Masasa,Clinic,Mangochi,Functional,13688.666930675507,1408.4897689819336,12280.177161693573,89.71054101823758
Mbalama,Health Centre,Mangochi,Functional,14386.882542848587,0.0,14386.882542848587,100.0
Medicare,Clinic,Mangochi,Functional,82741.87708634138,0.0,82741.87708634138,100.0
Funuel,Dispensary,Mchinji,Functional,13967.93406867981,6634.512138366699,7333.42193031311,52.50183666571555
Home of Hope,Clinic,Mchinji,Functional,6557.6014103889465,1.846925973892212,6555.754484415054,99.97183534255427
Mchinji,Clinic,Mchinji,Functional,42747.156904459,0.0,42747.156904459,100.0
Mchinji,Health Centre,Mchinji,Functional,10729.737193107605,10729.737193107605,0.0,0.0
Nancholi,Health Centre,Blantyre,Functional,151618.20625424385,0.0,151618.20625424385,100.0
Malindi,Dispensary,Ntchisi,Functional,7117.037853240967,2993.5134506225586,4123.524402618408,57.93877295089322
Chandawe,Health Centre,Ntchisi,Functional,13678.337530612946,5382.07141494751,8296.266115665436,60.6525909826241
ECOHS,Clinic,Mzimba,Functional,22287.95495057106,36.625953674316406,22251.328996896744,99.83566929421949
Shukran,Clinic,Nkhotakota,Functional,15899.454993247986,405.98466777801514,15493.47032546997,97.44654978456542
New Life,Dispensary,Blantyre,Functional,18057.69647216797,965.2273306846619,17092.469141483307,94.65475935885648
Tunza,Dispensary,Dowa,Functional,44988.677939891815,317.34893131256104,44671.329008579254,99.29460267372924
Wungweru,Dispensary,Lilongwe,Functional,321362.1875005439,0.0,321362.1875005439,100.0
Mpingu Medical Clinic,Clinic,Lilongwe,Functional,34016.37890100479,6752.920342922211,27263.45855808258,80.14803291504158
Homecare,Clinic,Blantyre,Functional,258395.7845555246,0.0,258395.7845555246,100.0
Kauma Pvt Clinic,Clinic,Lilongwe,Functional,114099.91193632362,0.0,114099.91193632362,100.0
Angoni Pharmacy,Unclassified,Lilongwe,Functional,529057.6085975412,0.0,529057.6085975412,100.0
Prima Pharmacy,Unclassified,Blantyre,Functional,31776.28947877884,468.41637897491455,31307.873099803925,98.52589340461624
BKM,Clinic,Blantyre,Functional,259067.99163782597,0.0,259067.99163782597,100.0
COCHI,Unclassified,Lilongwe,Functional,16139.852464675903,7259.379327774048,8880.473136901855,55.0220217708798
Home Care,Unclassified,Lilongwe,Functional,569100.330956161,0.0,569100.330956161,100.0
JVC Pharmacy,Unclassified,Kasungu,Functional,76535.08370876312,0.0,76535.08370876312,100.0
Mitch,Unclassified,Lilongwe,Functional,390236.84709237143,0.0,390236.84709237143,100.0
Pharmacare,Unclassified,Salima,Functional,0.0,0.0,0.0,0.0
Nafuse Health Centre,Health Centre,Mchinji,Functional,25808.877474308014,8648.87571144104,17160.001762866974,66.48875674639184
Pemba Health Centre,Health Centre,Salima,Functional,57743.563744306564,0.0,57743.563744306564,100.0
Mphelero Health Centre,Health Centre,Mchinji,Functional,43190.828943014145,0.0,43190.828943014145,100.0
Hope Clinic,Clinic,Salima,Functional,57743.563744306564,0.0,57743.563744306564,100.0
Makwasa,Clinic,Blantyre,Functional,200909.82373452187,0.0,200909.82373452187,100.0
Machilitso Health Centre,Health Centre,Zomba,Functional,33226.087321043015,1546.8310973644257,31679.25622367859,95.34452828460253
Hope Clinic,Private,Zomba,Functional,108714.99072343111,0.0,108714.99072343111,100.0
Hope Clinic,Clinic,Zomba,Functional,108714.99072343111,0.0,108714.99072343111,100.0
Lomola,Health Centre,Thyolo,Functional,44178.16256427765,0.0,44178.16256427765,100.0
Thowela,Health Centre,Thyolo,Functional,54849.21294802427,643.4962692260742,54205.7166787982,98.82679033182143
Klaus,Health Centre,Blantyre,Functional,31088.525834321976,0.0,31088.525834321976,100.0
Chifundo Health Centre,Unclassified,Salima,Functional,29051.649577140808,0.0,29051.649577140808,100.0
Madise,Health Centre,Mzimba,Pending Operation (Construction Complete),25908.092305660248,0.0,25908.092305660248,100.0
Linthipe,Private,Dedza,Functional,26718.97684764862,11413.297419548035,15305.679428100586,57.28392788157062
Right Care Pvt Clinic,Private,Chitipa,Functional,8969.51154756546,654.9230189323425,8314.588528633118,92.69834242969335
Uchizi,Clinic,Mzimba,Closed,40679.90434503555,0.0,40679.90434503555,100.0
Tinachimwemwe,Clinic,Mzimba,Functional,21870.95839524269,58.751521825790405,21812.2068734169,99.73137198304684
Kapichira,Health Centre,Kasungu,Functional,18605.506863355637,15186.734696626663,3418.7721667289734,18.37505525561572
CHC Clinic,Clinic,Mzimba,Functional,100292.83105972037,0.0,100292.83105972037,100.0
Sunrise,Clinic,Mzimba,Functional,187579.94954290614,0.0,187579.94954290614,100.0
Mlare,Clinic,Rumphi,Functional,11538.562902927399,1262.2031316757202,10276.359771251678,89.06100229036763
Uchindami,Private,Karonga,Functional,29572.989357948303,0.0,29572.989357948303,100.0
Mlangeni Police Dispensary,Dispensary,Ntcheu,Functional,16506.84760570526,3513.762836933136,12993.084768772125,78.71330177108635
Hewe Medical Clinic,Clinic,Rumphi,Functional,16554.10011100769,0.0,16554.10011100769,100.0
Chaone,Health Centre,Machinga,Functional,6028.9399181604385,5936.708273410797,92.23164474964142,1.5298152909406222
Butterfly Child Care,Clinic,Blantyre,Functional,25724.94932126999,7723.4474992752075,18001.50182199478,69.97682132306757
Mary Lou,Clinic,Salima,Functional,29010.464096546173,3548.576763153076,25461.887333393097,87.7679421075668
Khwisa Community Hospital,Hospital,Balaka,Functional,16917.389309883118,9519.825820922852,7397.563488960266,43.72757139683851
Wellness Centre,Dispensary,Dedza,Functional,43189.2696082592,21.22490882873535,43168.044699430466,99.95085605980084
Evademaya,Private,Rumphi,Functional,11398.204782009125,11043.704710960388,354.5000710487366,3.110139516077812
Wandikweza,Health Centre,Dowa,Functional,33108.593176841736,1392.655016899109,31715.938159942627,95.79367504544645
Grace,Health Centre,Dowa,Functional,16631.153146266937,6609.969004154205,10021.184142112732,60.2554979440022
